Date,Machine,Units_Produced,Defective_Units,Quality_Rate
2025-11-05,Machine de polissage,976,16,NaN
2025-11-05,Machine de peinture industrielle,996,74,92.57
2025-11-05,Machine emballage,993,72,92.75
2025-11-05,Etiqueteuse automatique,1019,60,94.11
2025-11-05,Convoyeur industriel,1025,44,95.71
2025-11-05,Machine de controle qualite par vision,1050,20,98.1
2025-11-05,Machine de palettisation automatique,1035,23,97.78
2025-11-06,Machine CNC,659,36,94.54
2025-11-06,Tour industriel,716,31,95.67
2025-11-06,Fraiseuse industrielle,753,34,95.48
2025-11-06,Perceuse a colonne,817,34,95.84
2025-11-06,Presse hydraulique,824,32,96.12
2025-11-06,Presse mecanique,871,31,96.44
2025-11-06,Machine de decoupe laser,893,27,96.98
2025-11-06,Machine de decoupe plasma,855,60,92.98
2025-11-06,Machine de soudage robotisee,888,53,94.03
2025-11-06,Robot assemblage,956,42,95.61
2025-11-06,Machine de moulage par injection,1015,28,97.24
2025-11-06,Machine extrusion,881,18,97.96
2025-11-06,Machine de pliage,971,26,97.32
2025-11-06,Machine de polissage,966,20,97.93
2025-11-06,Machine de peinture industrielle,981,68,93.07
2025-11-06,Machine emballage,1036,67,93.53
2025-11-06,Etiqueteuse automatique,1053,57,94.59
2025-11-06,Convoyeur industriel,1062,35,96.7
2025-11-06,Machine de controle qualite par vision,1077,28,97.4
2025-11-06,Machine de palettisation automatique,1074,18,98.32
2025-11-07,Machine CNC,687,37,94.61
2025-11-07,Tour industriel,739,29,96.08
2025-11-07,Fraiseuse industrielle,759,33,95.65
2025-11-07,Perceuse a colonne,804,39,95.15
2025-11-07,Presse hydraulique,793,47,94.07
2025-11-07,Presse mecanique,780,26,96.67
2025-11-07,Machine de decoupe laser,858,32,96.27
2025-11-07,Machine de decoupe plasma,870,61,92.99
2025-11-07,Machine de soudage robotisee,849,47,94.46
2025-11-07,Robot assemblage,958,38,96.03
2025-11-07,Machine de moulage par injection,969,23,97.63
2025-11-07,Machine extrusion,940,24,97.45
2025-11-07,Machine de pliage,1022,27,97.36
2025-11-07,Machine de polissage,937,22,97.65
2025-11-07,Machine de peinture industrielle,1046,88,91.59
2025-11-07,Machine emballage,NaN,72,93.33
2025-11-07,Etiqueteuse automatique,1061,52,95.1
2025-11-07,Convoyeur industriel,1121,39,96.52
2025-11-07,Machine de controle qualite par vision,1082,23,97.87
2025-11-07,Machine de palettisation automatique,1108,18,98.38
2025-11-08,Machine CNC,711,39,94.51
2025-11-08,Tour industriel,694,30,95.68
2025-11-08,Fraiseuse industrielle,713,29,95.93
2025-11-08,Perceuse a colonne,753,31,95.88
2025-11-08,Presse hydraulique,727,26,96.42
2025-11-08,Presse mecanique,804,28,96.52
2025-11-08,Machine de decoupe laser,740,24,96.76
2025-11-08,Machine de decoupe plasma,864,60,93.06
2025-11-08,Machine de soudage robotisee,900,48,94.67
2025-11-08,Robot assemblage,884,37,95.81
2025-11-08,Machine de moulage par injection,916,27,97.05
2025-11-08,Machine extrusion,975,29,97.03
2025-11-08,Machine de pliage,1000,32,96.8
2025-11-08,Machine de polissage,988,29,97.06
2025-11-08,Machine de peinture industrielle,1015,81,92.02
2025-11-08,Machine emballage,1058,64,93.95
2025-11-08,Etiqueteuse automatique,1056,62,94.13
2025-11-08,Convoyeur industriel,1069,44,95.88
2025-11-08,Machine de controle qualite par vision,1088,28,97.43
2025-11-08,Machine de palettisation automatique,1071,23,97.85
2025-11-09,Machine CNC,592,33,94.43
2025-11-09,Tour industriel,650,30,95.38
2025-11-09,Fraiseuse industrielle,676,30,95.56
2025-11-09,Perceuse a colonne,687,26,96.22
2025-11-09,Presse hydraulique,789,42,94.68
2025-11-09,Presse mecanique,764,21,97.25
2025-11-09,Machine de decoupe laser,865,21,97.57
2025-11-09,Machine de decoupe plasma,887,61,93.12
2025-11-09,Machine de soudage robotisee,929,48,94.83
2025-11-09,Robot assemblage,959,35,96.35
2025-11-09,Machine de moulage par injection,993,29,NaN
2025-11-09,Machine extrusion,1008,27,97.32
2025-11-09,Machine de pliage,1023,45,95.6
2025-11-09,Machine de polissage,1080,29,97.31
2025-11-09,Machine de peinture industrielle,1034,78,92.46
2025-11-09,Machine emballage,1100,72,93.45
2025-11-09,Etiqueteuse automatique,1046,49,95.32
2025-11-09,Convoyeur industriel,1021,35,96.57
2025-11-09,Machine de controle qualite par vision,990,20,97.98
2025-11-09,Machine de palettisation automatique,1026,20,98.05
2025-11-10,Machine CNC,636,28,95.6
2025-11-10,Tour industriel,665,29,95.64
2025-11-10,Fraiseuse industrielle,673,32,95.25
2025-11-10,Perceuse a colonne,713,35,95.09
2025-11-10,Presse hydraulique,753,28,96.28
2025-11-10,Presse mecanique,821,34,95.86
2025-11-10,Machine de decoupe laser,855,23,97.31
2025-11-10,Machine de decoupe plasma,906,54,94.04
2025-11-10,Machine de soudage robotisee,947,43,95.46
2025-11-10,Robot assemblage,1012,33,96.74
2025-11-10,Machine de moulage par injection,978,18,98.16
2025-11-10,Machine extrusion,1037,25,97.59
2025-11-10,Machine de pliage,993,31,96.88
2025-11-10,Machine de polissage,1026,19,98.15
2025-11-10,Machine de peinture industrielle,1014,76,92.5
2025-11-10,Machine emballage,1054,63,94.02
2025-11-10,Etiqueteuse automatique,989,52,94.74
2025-11-10,Convoyeur industriel,1031,35,96.61
2025-11-10,Machine de controle qualite par vision,1031,5,99.52
2025-11-10,Machine de palettisation automatique,1045,22,97.89
2025-11-11,Machine CNC,608,31,94.9
2025-11-11,Tour industriel,702,30,95.73
2025-11-11,Fraiseuse industrielle,713,34,95.23
2025-11-11,Perceuse a colonne,765,33,95.69
2025-11-11,Presse hydraulique,761,33,95.66
2025-11-11,Presse mecanique,891,44,95.06
2025-11-11,Machine de decoupe laser,898,20,97.77
2025-11-11,Machine de decoupe plasma,998,56,94.39
2025-11-11,Machine de soudage robotisee,972,46,95.27
2025-11-11,Robot assemblage,965,42,95.65
2025-11-11,Machine de moulage par injection,1022,35,96.58
2025-11-11,Machine extrusion,961,32,96.67
2025-11-11,Machine de pliage,979,27,97.24
2025-11-11,Machine de polissage,1030,33,96.8
2025-11-11,Machine de peinture industrielle,937,73,92.21
2025-11-11,Machine emballage,1032,64,93.8
2025-11-11,Etiqueteuse automatique,992,44,NaN
2025-11-11,Convoyeur industriel,996,34,96.59
2025-11-11,Machine de controle qualite par vision,954,21,97.8
2025-11-11,Machine de palettisation automatique,1005,11,98.91
2025-11-12,Machine CNC,678,35,94.84
2025-11-12,Tour industriel,725,33,95.45
2025-11-12,Fraiseuse industrielle,745,34,95.44
2025-11-12,Perceuse a colonne,810,43,94.69
2025-11-12,Presse hydraulique,818,47,94.25
2025-11-12,Presse mecanique,905,41,95.47
2025-11-12,Machine de decoupe laser,871,17,98.05
2025-11-12,Machine de decoupe plasma,964,52,94.61
2025-11-12,Machine de soudage robotisee,873,47,94.62
2025-11-12,Robot assemblage,957,34,96.45
2025-11-12,Machine de moulage par injection,985,29,97.06
2025-11-12,Machine extrusion,968,35,96.38
2025-11-12,Machine de pliage,963,40,95.85
2025-11-12,Machine de polissage,991,23,97.68
2025-11-12,Machine de peinture industrielle,1031,78,92.43
2025-11-12,Machine emballage,935,57,93.9
2025-11-12,Etiqueteuse automatique,966,42,95.65
2025-11-12,Convoyeur industriel,973,33,96.61
2025-11-12,Machine de controle qualite par vision,1003,22,97.81
2025-11-12,Machine de palettisation automatique,1109,19,98.29
2025-11-13,Machine CNC,749,42,94.39
2025-11-13,Tour industriel,739,41,94.45
2025-11-13,Fraiseuse industrielle,731,36,95.08
2025-11-13,Perceuse a colonne,794,35,95.59
2025-11-13,Presse hydraulique,826,38,95.4
2025-11-13,Presse mecanique,863,26,96.99
2025-11-13,Machine de decoupe laser,883,18,97.96
2025-11-13,Machine de decoupe plasma,914,53,94.2
2025-11-13,Machine de soudage robotisee,891,43,95.17
2025-11-13,Robot assemblage,921,36,96.09
2025-11-13,Machine de moulage par injection,1020,37,96.37
2025-11-13,Machine extrusion,994,23,97.69
2025-11-13,Machine de pliage,947,37,96.09
2025-11-13,Machine de polissage,963,36,96.26
2025-11-13,Machine de peinture industrielle,1020,75,92.65
2025-11-13,Machine emballage,1032,62,93.99
2025-11-13,Etiqueteuse automatique,969,42,95.67
2025-11-13,Convoyeur industriel,993,39,96.07
2025-11-13,Machine de controle qualite par vision,1013,22,97.83
2025-11-13,Machine de palettisation automatique,1119,22,98.03
2025-11-14,Machine CNC,723,41,94.33
2025-11-14,Tour industriel,769,34,NaN
2025-11-14,Fraiseuse industrielle,780,43,94.49
2025-11-14,Perceuse a colonne,796,37,95.35
2025-11-14,Presse hydraulique,862,35,95.94
2025-11-14,Presse mecanique,828,30,96.38
2025-11-14,Machine de decoupe laser,876,19,97.83
2025-11-14,Machine de decoupe plasma,854,53,93.79
2025-11-14,Machine de soudage robotisee,897,37,95.88
2025-11-14,Robot assemblage,910,34,96.26
2025-11-14,Machine de moulage par injection,955,32,96.65
2025-11-14,Machine extrusion,967,28,97.1
2025-11-14,Machine de pliage,960,31,96.77
2025-11-14,Machine de polissage,979,30,96.94
2025-11-14,Machine de peinture industrielle,1000,67,93.3
2025-11-14,Machine emballage,1075,68,93.67
2025-11-14,Etiqueteuse automatique,1044,50,95.21
2025-11-14,Convoyeur industriel,1052,34,96.77
2025-11-14,Machine de controle qualite par vision,1098,25,97.72
2025-11-14,Machine de palettisation automatique,1092,18,98.35
2025-11-15,Machine CNC,673,35,94.8
2025-11-15,Tour industriel,766,43,94.39
2025-11-15,Fraiseuse industrielle,727,40,94.5
2025-11-15,Perceuse a colonne,788,40,94.92
2025-11-15,Presse hydraulique,793,35,95.59
2025-11-15,Presse mecanique,789,30,96.2
2025-11-15,Machine de decoupe laser,854,15,98.24
2025-11-15,Machine de decoupe plasma,865,51,94.1
2025-11-15,Machine de soudage robotisee,921,34,96.31
2025-11-15,Robot assemblage,902,34,96.23
2025-11-15,Machine de moulage par injection,964,28,97.1
2025-11-15,Machine extrusion,951,43,95.48
2025-11-15,Machine de pliage,1027,32,96.88
2025-11-15,Machine de polissage,994,37,96.28
2025-11-15,Machine de peinture industrielle,1064,76,92.86
2025-11-15,Machine emballage,1089,62,94.31
2025-11-15,Etiqueteuse automatique,1053,37,96.49
2025-11-15,Convoyeur industriel,1041,26,97.5
2025-11-15,Machine de controle qualite par vision,1070,23,97.85
2025-11-15,Machine de palettisation automatique,970,26,NaN
2025-11-16,Machine CNC,640,36,94.38
2025-11-16,Tour industriel,660,32,95.15
2025-11-16,Fraiseuse industrielle,683,35,94.88
2025-11-16,Perceuse a colonne,714,33,95.38
2025-11-16,Presse hydraulique,795,37,95.35
2025-11-16,Presse mecanique,776,25,96.78
2025-11-16,Machine de decoupe laser,820,14,98.29
2025-11-16,Machine de decoupe plasma,864,50,94.21
2025-11-16,Machine de soudage robotisee,883,39,95.58
2025-11-16,Robot assemblage,947,29,96.94
2025-11-16,Machine de moulage par injection,1027,34,96.69
2025-11-16,Machine extrusion,1002,38,96.21
2025-11-16,Machine de pliage,1046,29,97.23
2025-11-16,Machine de polissage,1095,43,96.07
2025-11-16,Machine de peinture industrielle,1065,76,92.86
2025-11-16,Machine emballage,1067,72,93.25
2025-11-16,Etiqueteuse automatique,1024,46,95.51
2025-11-16,Convoyeur industriel,1074,33,96.93
2025-11-16,Machine de controle qualite par vision,976,17,98.26
2025-11-16,Machine de palettisation automatique,973,27,97.23
2025-11-17,Machine CNC,629,37,94.12
2025-11-17,Tour industriel,663,41,93.82
2025-11-17,Fraiseuse industrielle,682,34,95.01
2025-11-17,Perceuse a colonne,697,32,95.41
2025-11-17,Presse hydraulique,811,38,95.31
2025-11-17,Presse mecanique,893,26,97.09
2025-11-17,Machine de decoupe laser,896,17,98.1
2025-11-17,Machine de decoupe plasma,953,46,95.17
2025-11-17,Machine de soudage robotisee,952,38,96.01
2025-11-17,Robot assemblage,975,38,96.1
2025-11-17,Machine de moulage par injection,1032,43,95.83
2025-11-17,Machine extrusion,1000,41,95.9
2025-11-17,Machine de pliage,995,31,96.88
2025-11-17,Machine de polissage,1024,19,98.14
2025-11-17,Machine de peinture industrielle,1008,67,93.35
2025-11-17,Machine emballage,1008,59,94.15
2025-11-17,Etiqueteuse automatique,972,45,95.37
2025-11-17,Convoyeur industriel,994,28,97.18
2025-11-17,Machine de controle qualite par vision,982,24,97.56
2025-11-17,Machine de palettisation automatique,992,18,98.19
2025-11-18,Machine CNC,650,32,95.08
2025-11-18,Tour industriel,636,36,94.34
2025-11-18,Fraiseuse industrielle,728,35,95.19
2025-11-18,Perceuse a colonne,820,40,95.12
2025-11-18,Presse hydraulique,831,35,95.79
2025-11-18,Presse mecanique,924,29,96.86
2025-11-18,Machine de decoupe laser,930,8,99.14
2025-11-18,Machine de decoupe plasma,965,58,93.99
2025-11-18,Machine de soudage robotisee,949,39,95.89
2025-11-18,Robot assemblage,998,35,96.49
2025-11-18,Machine de moulage par injection,958,34,96.45
2025-11-18,Machine extrusion,983,41,95.83
2025-11-18,Machine de pliage,1032,39,96.22
2025-11-18,Machine de polissage,961,30,96.88
2025-11-18,Machine de peinture industrielle,980,61,93.78
2025-11-18,Machine emballage,1004,52,94.82
2025-11-18,Etiqueteuse automatique,952,42,95.59
2025-11-18,Convoyeur industriel,971,26,97.32
2025-11-18,Machine de controle qualite par vision,972,29,97.02
2025-11-18,Machine de palettisation automatique,985,28,97.16
2025-11-19,Machine CNC,680,42,93.82
2025-11-19,Tour industriel,792,44,94.44
2025-11-19,Fraiseuse industrielle,795,39,95.09
2025-11-19,Perceuse a colonne,833,50,94.0
2025-11-19,Presse hydraulique,813,35,95.69
2025-11-19,Presse mecanique,945,22,97.67
2025-11-19,Machine de decoupe laser,867,14,98.39
2025-11-19,Machine de decoupe plasma,959,48,94.99
2025-11-19,Machine de soudage robotisee,994,43,95.67
2025-11-19,Robot assemblage,993,46,95.37
2025-11-19,Machine de moulage par injection,963,43,95.53
2025-11-19,Machine extrusion,987,44,95.54
2025-11-19,Machine de pliage,960,33,NaN
2025-11-19,Machine de polissage,946,28,97.04
2025-11-19,Machine de peinture industrielle,985,71,92.79
2025-11-19,Machine emballage,939,46,95.1
2025-11-19,Etiqueteuse automatique,953,34,96.43
2025-11-19,Convoyeur industriel,983,26,97.36
2025-11-19,Machine de controle qualite par vision,958,24,97.49
2025-11-19,Machine de palettisation automatique,1061,28,97.36
2025-11-20,Machine CNC,735,39,94.69
2025-11-20,Tour industriel,776,44,94.33
2025-11-20,Fraiseuse industrielle,809,44,94.56
2025-11-20,Perceuse a colonne,795,42,94.72
2025-11-20,Presse hydraulique,843,38,95.49
2025-11-20,Presse mecanique,844,31,96.33
2025-11-20,Machine de decoupe laser,854,14,98.36
2025-11-20,Machine de decoupe plasma,898,49,94.54
2025-11-20,Machine de soudage robotisee,940,51,94.57
2025-11-20,Robot assemblage,951,44,95.37
2025-11-20,Machine de moulage par injection,981,47,95.21
2025-11-20,Machine extrusion,966,37,96.17
2025-11-20,Machine de pliage,952,40,95.8
2025-11-20,Machine de polissage,947,36,96.2
2025-11-20,Machine de peinture industrielle,1042,71,93.19
2025-11-20,Machine emballage,1031,52,94.96
2025-11-20,Etiqueteuse automatique,1019,41,95.98
2025-11-20,Convoyeur industriel,1024,27,97.36
2025-11-20,Machine de controle qualite par vision,1004,20,98.01
2025-11-20,Machine de palettisation automatique,1076,22,97.96
2025-11-21,Machine CNC,727,43,94.09
2025-11-21,Tour industriel,731,40,94.53
2025-11-21,Fraiseuse industrielle,738,49,93.36
2025-11-21,Perceuse a colonne,815,49,93.99
2025-11-21,Presse hydraulique,835,40,95.21
2025-11-21,Presse mecanique,872,27,96.9
2025-11-21,Machine de decoupe laser,857,5,99.42
2025-11-21,Machine de decoupe plasma,858,56,93.47
2025-11-21,Machine de soudage robotisee,846,31,96.34
2025-11-21,Robot assemblage,926,43,95.36
2025-11-21,Machine de moulage par injection,951,37,96.11
2025-11-21,Machine extrusion,927,39,95.79
2025-11-21,Machine de pliage,991,42,95.76
2025-11-21,Machine de polissage,1019,31,96.96
2025-11-21,Machine de peinture industrielle,1041,69,93.37
2025-11-21,Machine emballage,1018,54,94.7
2025-11-21,Etiqueteuse automatique,1088,50,95.4
2025-11-21,Convoyeur industriel,1049,27,97.43
2025-11-21,Machine de controle qualite par vision,1083,30,97.23
2025-11-21,Machine de palettisation automatique,1040,27,97.4
2025-11-22,Machine CNC,697,45,93.54
2025-11-22,Tour industriel,762,41,94.62
2025-11-22,Fraiseuse industrielle,761,44,94.22
2025-11-22,Perceuse a colonne,723,42,94.19
2025-11-22,Presse hydraulique,802,38,95.26
2025-11-22,Presse mecanique,805,25,96.89
2025-11-22,Machine de decoupe laser,843,3,99.64
2025-11-22,Machine de decoupe plasma,835,45,94.61
2025-11-22,Machine de soudage robotisee,906,47,94.81
2025-11-22,Robot assemblage,930,39,95.81
2025-11-22,Machine de moulage par injection,981,45,95.41
2025-11-22,Machine extrusion,1046,44,95.79
2025-11-22,Machine de pliage,975,38,96.1
2025-11-22,Machine de polissage,1013,27,97.33
2025-11-22,Machine de peinture industrielle,1042,65,93.76
2025-11-22,Machine emballage,1079,41,96.2
2025-11-22,Etiqueteuse automatique,1044,41,NaN
2025-11-22,Convoyeur industriel,1115,31,97.22
2025-11-22,Machine de controle qualite par vision,1092,29,97.34
2025-11-22,Machine de palettisation automatique,1055,28,97.35
2025-11-23,Machine CNC,673,40,94.06
2025-11-23,Tour industriel,684,41,94.01
2025-11-23,Fraiseuse industrielle,714,40,94.4
2025-11-23,Perceuse a colonne,714,32,95.52
2025-11-23,Presse hydraulique,778,30,96.14
2025-11-23,Presse mecanique,860,27,96.86
2025-11-23,Machine de decoupe laser,844,5,99.41
2025-11-23,Machine de decoupe plasma,919,47,94.89
2025-11-23,Machine de soudage robotisee,915,41,95.52
2025-11-23,Robot assemblage,1039,48,95.38
2025-11-23,Machine de moulage par injection,1037,51,95.08
2025-11-23,Machine extrusion,1029,40,96.11
2025-11-23,Machine de pliage,1032,34,96.71
2025-11-23,Machine de polissage,1091,29,97.34
2025-11-23,Machine de peinture industrielle,1055,72,93.18
2025-11-23,Machine emballage,1028,53,94.84
2025-11-23,Etiqueteuse automatique,1077,42,96.1
2025-11-23,Convoyeur industriel,1055,23,97.82
2025-11-23,Machine de controle qualite par vision,1009,31,96.93
2025-11-23,Machine de palettisation automatique,1024,25,97.56
2025-11-24,Machine CNC,642,34,94.7
2025-11-24,Tour industriel,630,37,94.13
2025-11-24,Fraiseuse industrielle,666,39,94.14
2025-11-24,Perceuse a colonne,781,46,94.11
2025-11-24,Presse hydraulique,739,28,96.21
2025-11-24,Presse mecanique,893,22,97.54
2025-11-24,Machine de decoupe laser,877,3,99.66
2025-11-24,Machine de decoupe plasma,962,45,95.32
2025-11-24,Machine de soudage robotisee,936,41,95.62
2025-11-24,Robot assemblage,1031,57,94.47
2025-11-24,Machine de moulage par injection,991,39,96.06
2025-11-24,Machine extrusion,1000,46,95.4
2025-11-24,Machine de pliage,1030,41,96.02
2025-11-24,Machine de polissage,1017,26,97.44
2025-11-24,Machine de peinture industrielle,972,60,93.83
2025-11-24,Machine emballage,965,NaN,95.23
2025-11-24,Etiqueteuse automatique,991,52,94.75
2025-11-24,Convoyeur industriel,929,31,96.66
2025-11-24,Machine de controle qualite par vision,1001,42,95.8
2025-11-24,Machine de palettisation automatique,984,35,96.44
2025-11-25,Machine CNC,644,38,94.1
2025-11-25,Tour industriel,704,39,94.46
2025-11-25,Fraiseuse industrielle,776,49,93.69
2025-11-25,Perceuse a colonne,748,40,94.65
2025-11-25,Presse hydraulique,851,28,96.71
2025-11-25,Presse mecanique,884,22,97.51
2025-11-25,Machine de decoupe laser,939,5,99.47
2025-11-25,Machine de decoupe plasma,982,51,94.81
2025-11-25,Machine de soudage robotisee,980,48,95.1
2025-11-25,Robot assemblage,965,45,95.34
2025-11-25,Machine de moulage par injection,1028,54,94.75
2025-11-25,Machine extrusion,995,55,94.47
2025-11-25,Machine de pliage,1020,44,95.69
2025-11-25,Machine de polissage,1023,26,97.46
2025-11-25,Machine de peinture industrielle,950,70,92.63
2025-11-25,Machine emballage,937,46,95.09
2025-11-25,Etiqueteuse automatique,948,27,97.15
2025-11-25,Convoyeur industriel,NaN,24,97.49
2025-11-25,Machine de controle qualite par vision,1003,24,97.61
2025-11-25,Machine de palettisation automatique,1023,33,96.77
2025-11-26,Machine CNC,730,46,93.7
2025-11-26,Tour industriel,732,48,93.44
2025-11-26,Fraiseuse industrielle,790,50,93.67
2025-11-26,Perceuse a colonne,825,49,94.06
2025-11-26,Presse hydraulique,873,32,96.33
2025-11-26,Presse mecanique,888,19,97.86
2025-11-26,Machine de decoupe laser,964,10,98.96
2025-11-26,Machine de decoupe plasma,926,46,95.03
2025-11-26,Machine de soudage robotisee,929,50,94.62
2025-11-26,Robot assemblage,999,37,96.3
2025-11-26,Machine de moulage par injection,952,43,95.48
2025-11-26,Machine extrusion,984,49,95.02
2025-11-26,Machine de pliage,993,32,96.78
2025-11-26,Machine de polissage,989,26,97.37
2025-11-26,Machine de peinture industrielle,951,58,93.9
2025-11-26,Machine emballage,970,54,94.43
2025-11-26,Etiqueteuse automatique,913,30,96.71
2025-11-26,Convoyeur industriel,958,33,96.56
2025-11-26,Machine de controle qualite par vision,983,29,97.05
2025-11-26,Machine de palettisation automatique,1035,30,97.1
2025-11-27,Machine CNC,774,43,94.44
2025-11-27,Tour industriel,765,53,93.07
2025-11-27,Fraiseuse industrielle,848,48,94.34
2025-11-27,Perceuse a colonne,851,44,94.83
2025-11-27,Presse hydraulique,836,31,NaN
2025-11-27,Presse mecanique,868,20,97.7
2025-11-27,Machine de decoupe laser,876,7,99.2
2025-11-27,Machine de decoupe plasma,869,44,94.94
2025-11-27,Machine de soudage robotisee,1007,45,95.53
2025-11-27,Robot assemblage,972,43,95.58
2025-11-27,Machine de moulage par injection,930,45,95.16
2025-11-27,Machine extrusion,923,36,96.1
2025-11-27,Machine de pliage,941,47,95.01
2025-11-27,Machine de polissage,998,11,98.9
2025-11-27,Machine de peinture industrielle,950,53,94.42
2025-11-27,Machine emballage,999,50,94.99
2025-11-27,Etiqueteuse automatique,1020,35,96.57
2025-11-27,Convoyeur industriel,984,36,96.34
2025-11-27,Machine de controle qualite par vision,1068,41,96.16
2025-11-27,Machine de palettisation automatique,1071,36,96.64
2025-11-28,Machine CNC,710,42,94.08
2025-11-28,Tour industriel,720,47,93.47
2025-11-28,Fraiseuse industrielle,796,44,94.47
2025-11-28,Perceuse a colonne,812,52,93.6
2025-11-28,Presse hydraulique,794,31,96.1
2025-11-28,Presse mecanique,869,19,97.81
2025-11-28,Machine de decoupe laser,817,8,99.02
2025-11-28,Machine de decoupe plasma,881,43,95.12
2025-11-28,Machine de soudage robotisee,918,46,94.99
2025-11-28,Robot assemblage,917,49,94.66
2025-11-28,Machine de moulage par injection,932,41,95.6
2025-11-28,Machine extrusion,903,41,NaN
2025-11-28,Machine de pliage,977,30,96.93
2025-11-28,Machine de polissage,944,25,97.35
2025-11-28,Machine de peinture industrielle,954,49,94.86
2025-11-28,Machine emballage,1053,41,96.11
2025-11-28,Etiqueteuse automatique,1042,38,96.35
2025-11-28,Convoyeur industriel,1026,31,96.98
2025-11-28,Machine de controle qualite par vision,1118,31,97.23
2025-11-28,Machine de palettisation automatique,1097,34,96.9
2025-11-29,Machine CNC,714,47,93.42
2025-11-29,Tour industriel,743,52,93.0
2025-11-29,Fraiseuse industrielle,713,39,94.53
2025-11-29,Perceuse a colonne,744,39,94.76
2025-11-29,Presse hydraulique,798,28,96.49
2025-11-29,Presse mecanique,800,16,98.0
2025-11-29,Machine de decoupe laser,855,3,99.65
2025-11-29,Machine de decoupe plasma,859,41,95.23
2025-11-29,Machine de soudage robotisee,886,47,94.7
2025-11-29,Robot assemblage,979,42,95.71
2025-11-29,Machine de moulage par injection,935,51,94.55
2025-11-29,Machine extrusion,1004,54,94.62
2025-11-29,Machine de pliage,1011,28,97.23
2025-11-29,Machine de polissage,1036,27,97.39
2025-11-29,Machine de peinture industrielle,1042,55,94.72
2025-11-29,Machine emballage,1074,47,95.62
2025-11-29,Etiqueteuse automatique,1036,39,96.24
2025-11-29,Convoyeur industriel,1111,38,96.58
2025-11-29,Machine de controle qualite par vision,1076,43,96.0
2025-11-29,Machine de palettisation automatique,1042,47,95.49
2025-11-30,Machine CNC,682,43,93.7
2025-11-30,Tour industriel,679,45,93.37
2025-11-30,Fraiseuse industrielle,711,44,93.81
2025-11-30,Perceuse a colonne,776,37,95.23
2025-11-30,Presse hydraulique,812,22,97.29
2025-11-30,Presse mecanique,807,16,98.02
2025-11-30,Machine de decoupe laser,881,3,99.66
2025-11-30,Machine de decoupe plasma,920,47,94.89
2025-11-30,Machine de soudage robotisee,948,50,94.73
2025-11-30,Robot assemblage,962,50,94.8
2025-11-30,Machine de moulage par injection,1010,60,94.06
2025-11-30,Machine extrusion,996,50,94.98
2025-11-30,Machine de pliage,1027,35,96.59
2025-11-30,Machine de polissage,NaN,19,98.2
2025-11-30,Machine de peinture industrielle,1068,60,94.38
2025-11-30,Machine emballage,1050,42,96.0
2025-11-30,Etiqueteuse automatique,1051,47,95.53
2025-11-30,Convoyeur industriel,1027,34,96.69
2025-11-30,Machine de controle qualite par vision,1045,34,96.75
2025-11-30,Machine de palettisation automatique,1050,49,95.33
2025-12-01,Machine CNC,644,43,93.32
2025-12-01,Tour industriel,684,43,93.71
2025-12-01,Fraiseuse industrielle,740,45,93.92
2025-12-01,Perceuse a colonne,751,34,95.47
2025-12-01,Presse hydraulique,856,26,96.96
2025-12-01,Presse mecanique,868,17,98.04
2025-12-01,Machine de decoupe laser,937,10,98.93
2025-12-01,Machine de decoupe plasma,958,53,94.47
2025-12-01,Machine de soudage robotisee,1005,54,94.63
2025-12-01,Robot assemblage,1008,46,95.44
2025-12-01,Machine de moulage par injection,956,52,94.56
2025-12-01,Machine extrusion,1075,51,95.26
2025-12-01,Machine de pliage,1076,34,96.84
2025-12-01,Machine de polissage,1035,7,99.32
2025-12-01,Machine de peinture industrielle,978,54,94.48
2025-12-01,Machine emballage,990,44,95.56
2025-12-01,Etiqueteuse automatique,954,37,96.12
2025-12-01,Convoyeur industriel,956,38,96.03
2025-12-01,Machine de controle qualite par vision,998,44,95.59
2025-12-01,Machine de palettisation automatique,956,31,96.76
2025-12-02,Machine CNC,662,47,92.9
2025-12-02,Tour industriel,725,49,93.24
2025-12-02,Fraiseuse industrielle,753,39,94.82
2025-12-02,Perceuse a colonne,760,32,95.79
2025-12-02,Presse hydraulique,829,23,97.23
2025-12-02,Presse mecanique,917,10,98.91
2025-12-02,Machine de decoupe laser,909,7,99.23
2025-12-02,Machine de decoupe plasma,997,53,94.68
2025-12-02,Machine de soudage robotisee,940,49,94.79
2025-12-02,Robot assemblage,1031,51,95.05
2025-12-02,Machine de moulage par injection,1018,55,94.6
2025-12-02,Machine extrusion,1026,49,95.22
2025-12-02,Machine de pliage,986,31,96.86
2025-12-02,Machine de polissage,1009,11,98.91
2025-12-02,Machine de peinture industrielle,998,51,94.89
2025-12-02,Machine emballage,987,42,95.74
2025-12-02,Etiqueteuse automatique,935,37,96.04
2025-12-02,Convoyeur industriel,1004,36,96.41
2025-12-02,Machine de controle qualite par vision,954,51,94.65
2025-12-02,Machine de palettisation automatique,960,38,96.04
2025-12-03,Machine CNC,665,47,92.93
2025-12-03,Tour industriel,746,55,92.63
2025-12-03,Fraiseuse industrielle,776,44,94.33
2025-12-03,Perceuse a colonne,891,39,95.62
2025-12-03,Presse hydraulique,890,25,97.19
2025-12-03,Presse mecanique,914,15,98.36
2025-12-03,Machine de decoupe laser,923,4,99.57
2025-12-03,Machine de decoupe plasma,940,52,94.47
